ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001819848-22-000145,2053906,Common Stock,,189109.0,,,I,,By Jennifer Barchas Trust,F8,30-SEP-2022,28-SEP-2022,,,0,,,4,1819848,"Joby Aviation, Inc.",JOBY,,0001819848,JOBY-WT,,,2022-09-30
0001819848-22-000145,2053904,Common Stock,,5000000.0,,,I,,By JoeBen Bevirt 2022 GRAT Trust,F6,30-SEP-2022,28-SEP-2022,,,0,,,4,1819848,"Joby Aviation, Inc.",JOBY,,0001819848,JOBY-WT,,,2022-09-30
0001640334-22-002156,2054052,Common Stock,F1,5000000.0,,,D,,,,30-SEP-2022,14-APR-2022,,0.0,,,,3,819926,SHARING ECONOMY INTERNATIONAL INC.,SEII,,0000819926,,,,2022-09-30
0001640334-22-002156,2054053,Common Stock,"F2, F3",24730307.0,,,D,,,,30-SEP-2022,14-APR-2022,,0.0,,,,3,819926,SHARING ECONOMY INTERNATIONAL INC.,SEII,,0000819926,,,,2022-09-30
0001567619-22-017990,2053953,Class A Common Stock,,300206.0,,,D,,,,30-SEP-2022,25-OCT-2021,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-09-30
0001104659-22-104589,2053901,Common Stock,,8597144.0,,,D,,,,30-SEP-2022,30-SEP-2022,,,0,,,4,1465128,"STARWOOD PROPERTY TRUST, INC.",STWD,,0001465128,STWD,,,2022-09-30
0001104659-22-104589,2053900,Common Stock,,1974378.0,,,I,,By GRAT,F4,30-SEP-2022,30-SEP-2022,,,0,,,4,1465128,"STARWOOD PROPERTY TRUST, INC.",STWD,,0001465128,STWD,,,2022-09-30
0001140361-22-035474,2053945,Class A Ordinary Shares,,50000.0,,,I,,See Footnotes,"F2, F4",30-SEP-2022,28-SEP-2022,,,,,,4,1802768,Royalty Pharma plc,RPRX,,0001802768,RPRX,,,2022-09-30
0001140361-22-035474,2053946,Class A Ordinary Shares,,3477520.0,,,I,,See Footnotes,"F2, F5",30-SEP-2022,28-SEP-2022,,,,,,4,1802768,Royalty Pharma plc,RPRX,,0001802768,RPRX,,,2022-09-30
0001140361-22-035474,2053944,Class A Ordinary Shares,,22390000.0,,,I,,See Footnotes,"F2, F3",30-SEP-2022,28-SEP-2022,,,,,,4,1802768,Royalty Pharma plc,RPRX,,0001802768,RPRX,,,2022-09-30
0001567619-22-017988,2053910,Class B Common Stock,,7439858.0,,,I,,"LAG Fit, Inc.",F2,30-SEP-2022,06-AUG-2021,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-09-30
0001567619-22-017988,2053913,Class A Common Stock,,83300.0,,,I,,,,30-SEP-2022,06-AUG-2021,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-09-30
0001567619-22-017988,2053912,Class A Common Stock,,18501.0,,,I,,"LAG Fit, Inc.",F2,30-SEP-2022,06-AUG-2021,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-09-30
0001567619-22-017988,2053911,Class A Common Stock,,390151.0,,,D,,The Anthony Geisler Trust U/A Dated 05/17/2011,F3,30-SEP-2022,06-AUG-2021,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-09-30
0001225208-22-010512,2054041,Common Stock,,30559.0,,,D,,,,30-SEP-2022,30-SEP-2022,,,,,,4,67716,MDU RESOURCES GROUP INC,MDU,,0000067716,MDU,,,2022-09-30
0001567619-22-017986,2053976,Class A Common Stock,,266845.0,,,D,,,,30-SEP-2022,06-AUG-2021,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-09-30
0000016732-22-000110,2054034,Common Stock,,103974.0,,,I,,Trust for Daughter,F1,30-SEP-2022,29-SEP-2022,,,0,,,4,16732,CAMPBELL SOUP CO,CPB,,0000016732,CPB,,,2022-09-30
0000016732-22-000110,2054035,Common Stock,,13230543.0,,,I,,Contango Limited LP,F2,30-SEP-2022,29-SEP-2022,,,0,,,4,16732,CAMPBELL SOUP CO,CPB,,0000016732,CPB,,,2022-09-30
0000016732-22-000110,2054036,Common Stock,,1333.0,,,I,,Hera Management LLC,F3,30-SEP-2022,29-SEP-2022,,,0,,,4,16732,CAMPBELL SOUP CO,CPB,,0000016732,CPB,,,2022-09-30
0000016732-22-000109,2054085,Common Stock,,24978.0,,,D,,ADB Investments LP,F2,30-SEP-2022,29-SEP-2022,,,0,,,4,16732,CAMPBELL SOUP CO,CPB,,0000016732,CPB,,,2022-09-30
0000016732-22-000109,2054088,Common Stock,,27876085.0,,,I,,,,30-SEP-2022,29-SEP-2022,,,0,,,4,16732,CAMPBELL SOUP CO,CPB,,0000016732,CPB,,,2022-09-30
0000016732-22-000109,2054086,Common Stock,,17019341.0,,,I,,"Hank, Inc.",F3,30-SEP-2022,29-SEP-2022,,,0,,,4,16732,CAMPBELL SOUP CO,CPB,,0000016732,CPB,,,2022-09-30
0000016732-22-000109,2054087,Common Stock,,8082.0,,,I,,"Guillermo Investments, Inc.",F4,30-SEP-2022,29-SEP-2022,,,0,,,4,16732,CAMPBELL SOUP CO,CPB,,0000016732,CPB,,,2022-09-30
0001567619-22-017984,2053931,Class A Common Stock,,251567.0,,,D,,,,30-SEP-2022,16-MAR-2022,,,0,,,4,1802156,"Xponential Fitness, Inc.",XPOF,,0001802156,XPOF,,,2022-09-30
0000895126-22-000136,2053914,Common Stock,,2710.0,,,D,,,,30-SEP-2022,03-MAR-2022,14-MAR-2022,0.0,,,,3/A,895126,CHESAPEAKE ENERGY CORP,CHK,,0000895126,EXEEL,,,2022-09-30
0001127602-22-023122,2053955,Common Stock,,9050372.0,,,I,,See Footnote,F11,30-SEP-2022,28-SEP-2022,,,,,,4,1682852,"Moderna, Inc.",MRNA,,0001682852,MRNA,,,2022-09-30
0001415889-22-010040,2053977,Common Stock,,25000.0,,,I,,By SEP-IRA,,30-SEP-2022,20-SEP-2022,,0.0,,,,3,1397016,Optex Systems Holdings Inc,OPXS,,0001397016,OPXS,,,2022-09-30
0001415889-22-010040,2053978,Common Stock,,804383.0,,,I,,"By Sudbury Capital Fund, LP",,30-SEP-2022,20-SEP-2022,,0.0,,,,3,1397016,Optex Systems Holdings Inc,OPXS,,0001397016,OPXS,,,2022-09-30
0000899243-22-032297,2053935,Common Stock,,738153.0,,,I,,,,30-SEP-2022,29-SEP-2022,,,0,,,4,1754068,"Allovir, Inc.",ALVR,,0001754068,KLRS,,,2022-09-30
0000899243-22-032297,2053934,Common Stock,,16674766.0,,,I,,See Footnote,F4,30-SEP-2022,29-SEP-2022,,,0,,,4,1754068,"Allovir, Inc.",ALVR,,0001754068,KLRS,,,2022-09-30
0000899243-22-032297,2053933,Common Stock,,2073662.0,,,D,,See Footnote,F3,30-SEP-2022,29-SEP-2022,,,0,,,4,1754068,"Allovir, Inc.",ALVR,,0001754068,KLRS,,,2022-09-30
0001062993-22-020096,2054012,Common Stock,,95328.0,,,I,,By trust,F3,30-SEP-2022,29-SEP-2022,,,,,,4,1907685,"Comera Life Sciences Holdings, Inc.",CMRA,,0001907685,,,,2022-09-30
0001062993-22-020096,2054013,Common Stock,,95327.0,,,I,,By trust,F4,30-SEP-2022,29-SEP-2022,,,,,,4,1907685,"Comera Life Sciences Holdings, Inc.",CMRA,,0001907685,,,,2022-09-30
0001062993-22-020096,2054011,Common Stock,,1268761.0,,,I,,By LLC,F2,30-SEP-2022,29-SEP-2022,,,,,,4,1907685,"Comera Life Sciences Holdings, Inc.",CMRA,,0001907685,,,,2022-09-30
0001062993-22-020096,2054014,Common Stock,,95328.0,,,I,,By trust,F5,30-SEP-2022,29-SEP-2022,,,,,,4,1907685,"Comera Life Sciences Holdings, Inc.",CMRA,,0001907685,,,,2022-09-30
0001225208-22-010509,2054060,Common Stock,,2275.0,,,D,F2,By Roth IRA,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010509,2054061,Common Stock,,3167.0,,,I,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010508,2054045,Common Stock,,97752.0,,,I,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010508,2054044,Common Stock,,16000.0,,,I,,By Trust,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010508,2054043,Common Stock,,11060.0,,,I,,By Roth IRA,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010508,2054042,Common Stock,,412.0,F2,,D,,By IRA,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010507,2053994,Common Stock,,9390.0,F2,,D,,By IRA,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010507,2053995,Common Stock,,900.0,,,I,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010506,2054004,Common Stock,,2260.0,F3,,I,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010506,2054003,Common Stock,,3237.0,F3,,I,,By Spouse's IRA,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010506,2054002,Common Stock,,23689.0,F2,,D,,By IRA,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010505,2054067,Common Stock,,22036.0,F2,,D,,By Custodian for KPM,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010505,2054068,Common Stock,,1125.0,,,I,,By Trustee for BMF Trust,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010505,2054070,Common Stock,,5500.0,,,I,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010505,2054069,Common Stock,,6500.0,,,I,,By Trustee for EDF Irrevocable Trust,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010504,2053982,Common Stock,,4979.0,F2,,D,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001127602-22-023120,2054055,"Ordinary Shares, nominal value $0.000304635 per share",,2847.0,F1,,D,,,,30-SEP-2022,23-SEP-2022,,0.0,,,,3,1140536,WILLIS TOWERS WATSON PLC,WTW,,0001140536,WTW,,,2022-09-30
0001225208-22-010503,2054079,Common Stock,,5394.0,F2,,D,,By Trust,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010503,2054080,Common Stock,,5000.0,,,I,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010502,2054077,Common Stock,,747.0,F2,,D,,By Trust,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010502,2054078,Common Stock,,8204.0,,,I,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010501,2054076,Common Stock,,21418.0,F2,,D,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001127602-22-023119,2053983,Common Stock,,3000.0,,,I,,Family Trust (CT),,30-SEP-2022,29-SEP-2022,,,,,,4,821189,EOG RESOURCES INC,EOG,,0000821189,EOG,,,2022-09-30
0001127602-22-023119,2053984,Common Stock,,3000.0,,,I,,Family Trust (KFT),,30-SEP-2022,29-SEP-2022,,,,,,4,821189,EOG RESOURCES INC,EOG,,0000821189,EOG,,,2022-09-30
0001127602-22-023119,2053985,Common Stock,,3000.0,,,I,,Family Trust (KRT),,30-SEP-2022,29-SEP-2022,,,,,,4,821189,EOG RESOURCES INC,EOG,,0000821189,EOG,,,2022-09-30
0001225208-22-010500,2053997,Common Stock,,5000.0,,,I,,By Spouse's IRA,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010500,2053999,Common Stock,,14500.0,,,I,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010500,2053998,Common Stock,,2000.0,,,I,,By Trust,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010500,2053996,Common Stock,,13383.0,F2,,D,,By IRA-SEP,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001225208-22-010499,2053927,Common Stock,,25927.0,F2,,D,,,,30-SEP-2022,28-SEP-2022,,,,,,4,855874,COMMUNITY FINANCIAL CORP /MD/,TCFC,,0000855874,,,,2022-09-30
0001209191-22-051627,2053908,Common Units (Limited Partner Interests),,4098.0,,,D,,,,30-SEP-2022,21-SEP-2022,,0.0,,,,3,1552000,MPLX LP,MPLX,"The Reporting Person is Senior Vice President, Logistics and Storage of MPLX GP LLC, the general partner of the Issuer. The Issuer is managed by the directors and executive officers of MPLX GP LLC.  Exhibit List:  Exhibit 24 Power of Attorney",0001552000,MPLXP,,,2022-09-30
0001209191-22-051625,2054027,Common Stock,,2710.84,,,I,,,,30-SEP-2022,21-SEP-2022,,0.0,,,,3,1510295,Marathon Petroleum Corp,MPC,"The Reporting Person is the Senior Vice President, Logistics and Storage of MPLX GP LLC, a subsidiary of the Issuer.             Exhibit List:  Exhibit 24 Power of Attorney",0001510295,MPC,,,2022-09-30
0001209191-22-051625,2054026,Common Stock,,14660.0,,,D,,By 401(k) Plan,,30-SEP-2022,21-SEP-2022,,0.0,,,,3,1510295,Marathon Petroleum Corp,MPC,"The Reporting Person is the Senior Vice President, Logistics and Storage of MPLX GP LLC, a subsidiary of the Issuer.             Exhibit List:  Exhibit 24 Power of Attorney",0001510295,MPC,,,2022-09-30
0001209191-22-051621,2053951,Ordinary Shares,,175.0,,,D,,,,30-SEP-2022,28-SEP-2022,,0.0,,,,3,1800667,JFrog Ltd,FROG,Exhibit 24 - Power of Attorney,0001800667,FROG,,,2022-09-30
0001943952-22-000007,2054059,Series A Common Stock,,2269.0,,,I,,Amanda Henderson IRA,,30-SEP-2022,30-SEP-2022,,,0,,,4,1606745,"Liberty TripAdvisor Holdings, Inc.",LTRPA,,0001606745,,,,2022-09-30
0001943952-22-000007,2054058,Series A Common Stock,,49169.0,,,I,,Amanda Henderson Roth IRA,,30-SEP-2022,30-SEP-2022,,,0,,,4,1606745,"Liberty TripAdvisor Holdings, Inc.",LTRPA,,0001606745,,,,2022-09-30
0001209191-22-051598,2053915,Common Shares,,1421.0,,,I,,By Cameron Taff Anderson Separate Trust,,30-SEP-2022,28-SEP-2022,,,0,,,4,108516,WORTHINGTON INDUSTRIES INC,WOR,,0000108516,WOR,,,2022-09-30
0001209191-22-051598,2053916,Common Shares,,1421.0,,,I,,By Alexa M. Anderson Separate Trust,,30-SEP-2022,28-SEP-2022,,,0,,,4,108516,WORTHINGTON INDUSTRIES INC,WOR,,0000108516,WOR,,,2022-09-30
0001209191-22-051598,2053917,Common Shares,,436.0,,,I,,By spouse,,30-SEP-2022,28-SEP-2022,,,0,,,4,108516,WORTHINGTON INDUSTRIES INC,WOR,,0000108516,WOR,,,2022-09-30
0001062993-22-020091,2053971,Common Stock,,150000.0,,,I,,By Trust,F10,30-SEP-2022,28-SEP-2022,,,,,,4,1289419,"Morningstar, Inc.",MORN,,0001289419,MORN,,,2022-09-30
0001062993-22-020091,2053970,Common Stock,,4500000.0,,,I,,By Trust,F9,30-SEP-2022,28-SEP-2022,,,,,,4,1289419,"Morningstar, Inc.",MORN,,0001289419,MORN,,,2022-09-30
0000899243-22-032279,2054005,Common Stock,,29214.0,,,I,,ESOP,,30-SEP-2022,29-SEP-2022,,,0,,,4,1013272,NORWOOD FINANCIAL CORP,NWFL,,0001013272,NWFL,,,2022-09-30
0000899243-22-032279,2054009,Common Stock,,2000.0,F4,,I,,Restricted Stock Award,,30-SEP-2022,29-SEP-2022,,,0,,,4,1013272,NORWOOD FINANCIAL CORP,NWFL,,0001013272,NWFL,,,2022-09-30
0000899243-22-032279,2054008,Common Stock,,1500.0,F3,,I,,Restricted Stock Award,,30-SEP-2022,29-SEP-2022,,,0,,,4,1013272,NORWOOD FINANCIAL CORP,NWFL,,0001013272,NWFL,,,2022-09-30
0000899243-22-032279,2054010,Common Stock,,4500.0,F5,,I,,Restricted Stock Award,,30-SEP-2022,29-SEP-2022,,,0,,,4,1013272,NORWOOD FINANCIAL CORP,NWFL,,0001013272,NWFL,,,2022-09-30
0000899243-22-032279,2054006,Common Stock,,600.0,F1,,I,,Restricted Stock Award,,30-SEP-2022,29-SEP-2022,,,0,,,4,1013272,NORWOOD FINANCIAL CORP,NWFL,,0001013272,NWFL,,,2022-09-30
0000899243-22-032279,2054007,Common Stock,,1000.0,F2,,I,,Restricted Stock Award,,30-SEP-2022,29-SEP-2022,,,0,,,4,1013272,NORWOOD FINANCIAL CORP,NWFL,,0001013272,NWFL,,,2022-09-30
0001104659-22-104453,2053939,Common Stock,,1000000.0,,,I,,By Hodgson Ventures,F2,30-SEP-2022,28-SEP-2022,,,0,,,4,1436208,Legacy Housing Corp,LEGH,"* Submitted by share Allred on behalf of Curtis D. Hodgson pursuant to the July 21, 2022 Power of Attorney.",0001436208,LEGH,,,2022-09-30
0001104659-22-104453,2053940,Common Stock,,2770594.0,,,I,,By Hodgson 2015 Grandchild's Trust,F3,30-SEP-2022,28-SEP-2022,,,0,,,4,1436208,Legacy Housing Corp,LEGH,"* Submitted by share Allred on behalf of Curtis D. Hodgson pursuant to the July 21, 2022 Power of Attorney.",0001436208,LEGH,,,2022-09-30
0001104659-22-104453,2053941,Common Stock,,100000.0,,,I,,"By Cusach, Inc",F4,30-SEP-2022,28-SEP-2022,,,0,,,4,1436208,Legacy Housing Corp,LEGH,"* Submitted by share Allred on behalf of Curtis D. Hodgson pursuant to the July 21, 2022 Power of Attorney.",0001436208,LEGH,,,2022-09-30
0001415889-22-010036,2053965,Common Stock,,204655.0,,,I,,As Trustee of 2020 GRAT,,30-SEP-2022,30-SEP-2022,,,,,,4,106532,WEYCO GROUP INC,WEYS,,0000106532,WEYS,,,2022-09-30
0001415889-22-010036,2053966,Common Stock,,82100.0,,,I,,As Trustee of 2021 GRAT,,30-SEP-2022,30-SEP-2022,,,,,,4,106532,WEYCO GROUP INC,WEYS,,0000106532,WEYS,,,2022-09-30
0001415889-22-010036,2053969,Common Stock,,57398.0,,,I,F1,John Florsheim Family Trust of which Brother is Trustee,,30-SEP-2022,30-SEP-2022,,,,,,4,106532,WEYCO GROUP INC,WEYS,,0000106532,WEYS,,,2022-09-30
0001415889-22-010036,2053964,Common Stock,,94619.0,,,I,,Held in 2018 Irrevocable Trust,,30-SEP-2022,30-SEP-2022,,,,,,4,106532,WEYCO GROUP INC,WEYS,,0000106532,WEYS,,,2022-09-30
0001415889-22-010036,2053968,Common Stock,,71798.0,,,I,,By Wife,,30-SEP-2022,30-SEP-2022,,,,,,4,106532,WEYCO GROUP INC,WEYS,,0000106532,WEYS,,,2022-09-30
0001415889-22-010036,2053967,Common Stock,,294696.0,,,I,,As Trustee for Children,,30-SEP-2022,30-SEP-2022,,,,,,4,106532,WEYCO GROUP INC,WEYS,,0000106532,WEYS,,,2022-09-30
0001567619-22-017972,2054024,Common stock,,0.0,,,D,,,,30-SEP-2022,23-SEP-2022,,0.0,,,,3,67347,MODINE MANUFACTURING CO,MOD,,0000067347,MOD,,,2022-09-30
0001213900-22-060473,2053898,Common Stock,,100000.0,,,D,,,,30-SEP-2022,31-JUL-2022,,0.0,,,,3,1886362,"Mobile Global Esports, Inc.",MGAM,,0001886362,MGAM,,,2022-09-30
0001213900-22-060471,2054001,Common Stock,,20000.0,,,D,,,,30-SEP-2022,31-JUL-2022,,0.0,,,,3,1886362,"Mobile Global Esports, Inc.",MGAM,,0001886362,MGAM,,,2022-09-30
0001213900-22-060470,2053957,Common Stock,,300000.0,,,D,,,,30-SEP-2022,31-JUL-2022,,0.0,,,,3,1886362,"Mobile Global Esports, Inc.",MGAM,,0001886362,MGAM,,,2022-09-30
0001213900-22-060469,2054020,Common Stock,,2650000.0,,,D,,,,30-SEP-2022,31-JUL-2022,,0.0,,,,3,1886362,"Mobile Global Esports, Inc.",MGAM,,0001886362,MGAM,,,2022-09-30
0001213900-22-060468,2054046,Common Stock,,20000.0,,,D,,,,30-SEP-2022,08-AUG-2022,,0.0,,,,3,1886362,"Mobile Global Esports, Inc.",MGAM,,0001886362,MGAM,,,2022-09-30
0001213900-22-060467,2053972,Common Stock,,50000.0,,,D,,,,30-SEP-2022,08-AUG-2022,,0.0,,,,3,1886362,"Mobile Global Esports, Inc.",MGAM,,0001886362,MGAM,,,2022-09-30
0001213900-22-060466,2053937,Common Stock,,650000.0,,,D,,,,30-SEP-2022,29-JUL-2022,,0.0,,,,3,1886362,"Mobile Global Esports, Inc.",MGAM,,0001886362,MGAM,,,2022-09-30
0001213900-22-060465,2054089,Common Stock,,140000.0,,,D,,,,30-SEP-2022,28-JUL-2022,,0.0,,,,3,1886362,"Mobile Global Esports, Inc.",MGAM,,0001886362,MGAM,,,2022-09-30
0001562180-22-006865,2053897,Common Stock,,25328.0,,,I,,Spouse,,30-SEP-2022,29-SEP-2022,,,false,,,4,1113169,PRICE T ROWE GROUP INC,TROW,,0001113169,TROW,,,2022-09-30
0000912593-22-000183,2053992,"COMMON STOCK, $0.01 PAR VALUE",,7390.0,,,I,,Owned by revocable trust,,30-SEP-2022,29-SEP-2022,,,0,,,4,912593,SUN COMMUNITIES INC,SUI,,0000912593,SUI,,,2022-09-30
0000912593-22-000183,2053993,"COMMON STOCK, $0.01 PAR VALUE",,292.0,,,I,,Owned by spouse,,30-SEP-2022,29-SEP-2022,,,0,,,4,912593,SUN COMMUNITIES INC,SUI,,0000912593,SUI,,,2022-09-30
0001207097-22-000378,2054074,Common Stock,,60.0,F1,,I,,Spouse,,30-SEP-2022,29-SEP-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-09-30
0001207097-22-000378,2054073,Common Stock,,5549.0,F1,,I,,CDK Fund Ltd,,30-SEP-2022,29-SEP-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-09-30
0001207097-22-000378,2054072,Common Stock,,2484.0,F1,,I,,CDK Partners LP,,30-SEP-2022,29-SEP-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-09-30
0001207097-22-000378,2054071,Common Stock,,1472.0,F1,,I,,Horizon Kinetics Hard Assets II LLC,,30-SEP-2022,29-SEP-2022,,,0,,,4,1811074,Texas Pacific Land Corp,TPL,,0001811074,TPL,,,2022-09-30
0001443984-22-000292,2054082,Common Shares,,1814791.0,,,I,,HPLP,F1,30-SEP-2022,23-SEP-2022,,,0,,,4,825542,SCOTTS MIRACLE-GRO CO,SMG,,0000825542,SMG,,,2022-09-30
0001443984-22-000292,2054081,Common Shares,,25400.42,,,I,,By 401(K) Plan,,30-SEP-2022,23-SEP-2022,,,0,,,4,825542,SCOTTS MIRACLE-GRO CO,SMG,,0000825542,SMG,,,2022-09-30
0001020859-22-000066,2054033,Common Stock,,600.0,,,I,,By spouse,,30-SEP-2022,29-SEP-2022,,,0,,,4,1020859,UNITED NATURAL FOODS INC,UNFI,Exhibit 24 - Power of Attorney,0001020859,UNFI,,,2022-09-30
0001415889-22-010033,2053991,Common Stock,,100466.0,,,I,,Robert A Schueren & Deborah A Schueren Rev Trust,F3,29-SEP-2022,27-SEP-2022,,,,,,4,1604821,"Natera, Inc.",NTRA,,0001604821,NTRA,,,2022-09-29
0001209191-22-051589,2053894,Common Stock,,22913.0,,,D,,,,29-SEP-2022,27-SEP-2022,,,0,,,4,730255,CalAmp Corp.,CAMP,,0000730255,,,,2022-09-29
0000899243-22-032261,2053928,Common Stock,,102000.0,,,I,,By Trust 3,,29-SEP-2022,27-SEP-2022,,,0,,,4,1629137,"Global Blood Therapeutics, Inc.",GBT,,0001629137,,,,2022-09-29
0000899243-22-032261,2053929,Common Stock,,2500.0,,,I,,By Daughter,,29-SEP-2022,27-SEP-2022,,,0,,,4,1629137,"Global Blood Therapeutics, Inc.",GBT,,0001629137,,,,2022-09-29
0000899243-22-032261,2053930,Common Stock,,2500.0,,,I,,By Daughter,,29-SEP-2022,27-SEP-2022,,,0,,,4,1629137,"Global Blood Therapeutics, Inc.",GBT,,0001629137,,,,2022-09-29
0000899243-22-032260,2054054,Common Stock,,25000.0,,,I,,By Trust,,29-SEP-2022,27-SEP-2022,,,0,,,4,1629137,"Global Blood Therapeutics, Inc.",GBT,Officer Title: Chief Business and Strategy Officer,0001629137,,,,2022-09-29
0001209191-22-051587,2053921,No securities are beneficially owned,,0.0,,,D,,,,29-SEP-2022,26-SEP-2022,,0.0,,,,3,1834585,JOANN Inc.,JOAN,Exhibit 24 - Power of Attorney,0001834585,,,,2022-09-29
0001210708-22-000103,2053918,Share Units,F5,106218.0,,,D,,,,29-SEP-2022,27-SEP-2022,,,0,,,4,1210708,"Hudson Global, Inc.",HSON,,0001210708,HSON,,,2022-09-29
0001210708-22-000103,2053919,Share Units,F6,27156.0,,,D,,,,29-SEP-2022,27-SEP-2022,,,0,,,4,1210708,"Hudson Global, Inc.",HSON,,0001210708,HSON,,,2022-09-29
