ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,VALU_OWND_FOLWNG_TRANS_FN,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001104659-19-077320,269031,Common Stock,,,20000.0,,,,I,,By JL Irrevocable Trust,F2,31-DEC-2019,30-DEC-2019,,,0,,,4,1744659,"Akero Therapeutics, Inc.",AKRO,,0001744659,AKRO,,,2019-12-31
0001104659-19-077320,269029,Common Stock,,,20000.0,,,,I,,By EA Irrevocable Trust,F2,31-DEC-2019,30-DEC-2019,,,0,,,4,1744659,"Akero Therapeutics, Inc.",AKRO,,0001744659,AKRO,,,2019-12-31
0001437749-19-025053,231336,Common Stock,,,4098072.0,,,,I,,By LLC,F1,31-DEC-2019,27-DEC-2019,,,,,,4,1464343,Atlanticus Holdings Corp,ATLC,,0001464343,ATLCZ,,,2019-12-31
0001126328-19-000273,161774,Common Stock,,,1327.0,,,,I,,By 401(k) Plan,,31-DEC-2019,27-DEC-2019,,,1,,,4,1126328,PRINCIPAL FINANCIAL GROUP INC,PFG,,0001126328,PFG,,,2019-12-31
0001437749-19-025052,163716,Common Stock,,,4098072.0,,,,I,,By LLC,F1,31-DEC-2019,27-DEC-2019,,,,,,4,1464343,Atlanticus Holdings Corp,ATLC,,0001464343,ATLCZ,,,2019-12-31
0000028917-19-000494,117388,Common Class A - Retirement Plan,,,8629.0,,,,D,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0001126328-19-000272,234395,Common Stock,,,3322.0,,,,I,,By 401(k) Plan,,31-DEC-2019,27-DEC-2019,,,,,,4,1126328,PRINCIPAL FINANCIAL GROUP INC,PFG,,0001126328,PFG,,,2019-12-31
0000028917-19-000493,155115,Common Class A - Retirement Plan,,,13864.0,,,,D,,See Footnote,F1,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0000028917-19-000493,155117,Common Class A,,,19480.0,F2,,,I,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0000028917-19-000493,155116,Common Class A,,,108020.0,F1,,,I,,See Footnote,F2,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0000028917-19-000492,155325,Common Class A - Retirement Plan,,,2031.0,,,,D,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0001126328-19-000271,160882,Common Stock,,,447.0,,,,I,,By 401(k) Plan,,31-DEC-2019,27-DEC-2019,,,,,,4,1126328,PRINCIPAL FINANCIAL GROUP INC,PFG,,0001126328,PFG,,,2019-12-31
0000028917-19-000491,231594,Common Class A - Retirement Plan,,,4410.0,,,,D,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0001126328-19-000270,249540,Common Stock,,,2333.0,,,,I,,By 401(k) Plan,,31-DEC-2019,27-DEC-2019,,,,,,4,1126328,PRINCIPAL FINANCIAL GROUP INC,PFG,,0001126328,PFG,,,2019-12-31
0000028917-19-000490,210604,Common Class A - Retirement Plan,,,17271.0,,,,D,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0001493152-19-019927,258362,Common Stock,,,277839.0,,,,D,F1,See footnote,F5,31-DEC-2019,27-DEC-2019,,,0,,,4,1174940,ORAGENICS INC,OGEN,,0001174940,OGEN,,,2019-12-31
0001493152-19-019927,258363,Common Stock,,,53086.0,,,,I,,,,31-DEC-2019,27-DEC-2019,,,0,,,4,1174940,ORAGENICS INC,OGEN,,0001174940,OGEN,,,2019-12-31
0000028917-19-000489,219028,Common Class A,,,7300.0,F1,,,I,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0000028917-19-000489,219027,Common Class A - Retirement Plan,,,23758.0,,,,D,,See Footnote,F1,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0000905718-19-001011,199023,"Ordinary Shares, no par value per share",F1,,5034150.0,,,,I,,See Footnote,F2,31-DEC-2019,30-JUN-2019,,0.0,,,,3,1534248,Anchiano Therapeutics Ltd.,ANCN,"As of June 30, 2019, the Issuer no longer qualifies as a foreign private issuer. The Reporting Person is filing this Form 3 on or before January 1, 2020, in accordance with the published guidance of the Securities and Exchange Commission. See SEC Division of Corporation Finance, Compliance and Disclosure Interpretations, Exchange Act Section 16 and Related Rules and Forms, Interp. 101.02 (Aug. 11, 2010).",0001534248,CMMB,,,2019-12-31
0001209191-19-062246,139579,Class A Common Stock,,,58400.0,,,,I,,See Footnote,F6,31-DEC-2019,30-DEC-2019,,,0,,,4,1759509,"Lyft, Inc.",LYFT,,0001759509,LYFT,,,2019-12-31
0000028917-19-000488,161728,Common Class A,,,66.0,,,,I,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0000028917-19-000488,161727,Common Class A - Retirement Plan,,,2002.0,,,,D,,Owned by Spouse,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0001437749-19-025048,143959,Common Stock,,,6182974.0,,,,I,,Via Panacea Venture Healthcare Fund I L.P.,F2,31-DEC-2019,27-DEC-2019,,,,,,4,946486,WINDTREE THERAPEUTICS INC /DE/,WINT,,0000946486,WINTW,,,2019-12-31
0001437749-19-025048,143960,Common Stock,,,210844.0,,,,I,,Via Rui Jin (HK) Consulting Management Company Limited,F3,31-DEC-2019,27-DEC-2019,,,,,,4,946486,WINDTREE THERAPEUTICS INC /DE/,WINT,,0000946486,WINTW,,,2019-12-31
0000028917-19-000487,211674,Common Class A,,,41496.0,F1,,,I,,See Footnote,F2,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2019-12-31
0000028917-19-000487,211675,Common Class A,,,7300.0,F2,,,I,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2019-12-31
0000028917-19-000487,211673,Common Class A - Retirement Plan,,,39008.0,,,,D,,See Footnote,F1,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2019-12-31
0000028917-19-000486,118317,Common Class A,,,7300.0,F2,,,I,,See Footnote,F2,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2019-12-31
0000028917-19-000486,118316,Common Class A,,,41496.0,F1,,,I,,See Footnote,F1,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2019-12-31
0001209191-19-062239,119753,Common Stock,,,34394.0,F1,,,I,,By 401(k),,31-DEC-2019,13-DEC-2019,,,0,,,4,81362,QUAKER CHEMICAL CORP,KWR,,0000081362,KWR,,,2019-12-31
0001104659-19-077313,214070,Common Stock,,,860000.0,,,,I,,By GAD Enterprises LLC,F1,31-DEC-2019,30-DEC-2019,,,0,,,4,1722964,"Y-mAbs Therapeutics, Inc.",YMAB,,0001722964,YMAB,,,2019-12-31
0000028917-19-000485,259088,Common Class A - Retirement Plan,,,2065.0,,,,D,,See Footnote,F1,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2019-12-31
0000028917-19-000485,259090,Common Class A,,,7300.0,F2,,,I,,See Footnote,F3,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2019-12-31
0000028917-19-000485,259091,Common Class A,,,36491.0,F3,,,I,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2019-12-31
0000028917-19-000485,259089,Common Class A,,,41496.0,F1,,,I,,See Footnote,F2,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,"Remarks:  The reporting person disclaims beneficial ownership of the shares reported herein as indirectly beneficially owned, except to the extent of his pecuniary interest therein.",0000028917,DDT,,,2019-12-31
0001562180-19-006292,195661,Common Stock,,,4032.0,,,,I,,By Irrevocable Trust,,31-DEC-2019,30-DEC-2019,,,false,,,4,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,BFAM,,0001437578,BFAM,,,2019-12-31
0001562180-19-006292,195660,Common Stock,,,4032.0,,,,I,,By Irrevocable Trust,,31-DEC-2019,30-DEC-2019,,,false,,,4,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,BFAM,,0001437578,BFAM,,,2019-12-31
0001562180-19-006292,195659,Common Stock,,,4032.0,,,,I,,By Irrevocable Trust,,31-DEC-2019,30-DEC-2019,,,false,,,4,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,BFAM,,0001437578,BFAM,,,2019-12-31
0001562180-19-006292,195662,Common Stock,,,7388.0,,,,I,,David H Lissy 2019 Grantor Retained Annuity Trust,,31-DEC-2019,30-DEC-2019,,,false,,,4,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,BFAM,,0001437578,BFAM,,,2019-12-31
0001567619-19-023762,222982,Common Stock,,,214284.0,,,,I,,"By Hilrod Holdings V, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222981,Common Stock,,,104772.0,,,,I,,"By Hilrod Holdings IV, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222980,Common Stock,,,29386944.0,,,,I,,By Brandon Limited Partnership No. 2,F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222979,Common Stock,,,5645568.0,,,,I,,By Brandon Limited Partnership No. 1,F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222983,Common Stock,,,323700.0,,,,I,,"By Hilrod Holdings VI, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222984,Common Stock,,,120216.0,,,,I,,"By Hilrod Holdings VII, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222985,Common Stock,,,568584.0,,,,I,,"By Hilrod Holdings VIII, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222986,Common Stock,,,453444.0,,,,I,,"By Hilrod Holdings IX, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222987,Common Stock,,,249918.0,,,,I,,"By Hilrod Holdings X, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222988,Common Stock,,,505242.0,,,,I,,"By Hilrod Holdings XI, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222997,Common Stock,,,28722.0,,,,I,,By HHS 2014 GRAT #2,F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222996,Common Stock,,,3091215.0,,,,I,,By HHS 2010 GRAT #3,F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222995,Common Stock,,,506566.0,F4,,,I,,"By Hilrod Holdings XIX, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222994,Common Stock,,,1678336.0,F4,,,I,,"By Hilrod Holdings XVII, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222989,Common Stock,,,327186.0,,,,I,,"By Hilrod Holdings XII, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222992,Common Stock,,,4176.0,,,,I,,"By Hilrod Holdings XV, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222993,Common Stock,,,1251150.0,,,,I,,"By Hilrod Holdings XVI, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222990,Common Stock,,,1440954.0,,,,I,,"By Hilrod Holdings XIII, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023762,222991,Common Stock,,,186790.0,,,,I,,"By Hilrod Holdings XIV, L.P.",F3,31-DEC-2019,12-JUL-2017,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0000028917-19-000484,116453,Common Class A - Retirement Plan,,,38459.0,,,,D,,See Footnote,F1,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0000028917-19-000484,116454,Common Class A,,,7300.0,F1,,,I,,See Footnote,F2,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0000028917-19-000484,116455,Common Class A,,,150.0,F2,,,I,,,,31-DEC-2019,30-DEC-2019,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2019-12-31
0001567619-19-023761,169060,Common Stock,,,5645568.0,,,,I,,By Brandon Limited Partnership No. 1,F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169061,Common Stock,,,29386944.0,,,,I,,By Brandon Limited Partnership No. 2,F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169062,Common Stock,,,104772.0,,,,I,,"By Hilrod Holdings IV, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169063,Common Stock,,,214284.0,,,,I,,"By Hilrod Holdings V, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169064,Common Stock,,,323700.0,,,,I,,"By Hilrod Holdings VI, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169065,Common Stock,,,120216.0,,,,I,,"By Hilrod Holdings VII, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169066,Common Stock,,,568584.0,,,,I,,"By Hilrod Holdings VIII, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169067,Common Stock,,,453444.0,,,,I,,"By Hilrod Holdings IX, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169068,Common Stock,,,249918.0,,,,I,,"By Hilrod Holdings X, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169069,Common Stock,,,505242.0,,,,I,,"By Hilrod Holdings XI, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169070,Common Stock,,,327186.0,,,,I,,"By Hilrod Holdings XII, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169071,Common Stock,,,1440954.0,,,,I,,"By Hilrod Holdings XIII, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169072,Common Stock,,,186790.0,,,,I,,"By Hilrod Holdings XIV, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169073,Common Stock,,,4176.0,,,,I,,"By Hilrod Holdings XV, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169074,Common Stock,,,1251150.0,,,,I,,"By Hilrod Holdings XVI, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169075,Common Stock,,,1678336.0,F3,,,I,,"By Hilrod Holdings XVII, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169076,Common Stock,,,506566.0,F3,,,I,,"By Hilrod Holdings XIX, L.P.",F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169077,Common Stock,,,90204.0,,,,I,,By RCS 2008 GRAT #2,F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169078,Common Stock,,,231363.0,,,,I,,By RCS 2009 GRAT #2,F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169079,Common Stock,,,105486.0,,,,I,,By RCS Direct 2010 GRAT,F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169080,Common Stock,,,4836.0,,,,I,,By RCS Direct 2010 GRAT #2,F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169081,Common Stock,,,1639842.0,,,,I,,By RCS 2010 GRAT #3,F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001567619-19-023761,169082,Common Stock,,,80598.0,,,,I,,By RCS Direct 2011 GRAT,F2,31-DEC-2019,20-MAY-2019,,,0,,,4,865752,Monster Beverage Corp,MNST,,0000865752,MNST,,,2019-12-31
0001209191-19-062233,208659,Class A common shares,,,448621.0,,,,D,,,,31-DEC-2019,27-DEC-2019,,,0,,,4,1574197,"Five Point Holdings, LLC",FPH,Co-Chief Operating Officer,0001574197,FPH,,,2019-12-31
0001261696-19-000001,228055,COMMON STOCK,,,3773.0,,,,I,,SPOUSE'S TRUST,,31-DEC-2019,26-DEC-2019,,,0,,,4,767405,"SB FINANCIAL GROUP, INC.",SBFG,,0000767405,SBFG,,,2019-12-31
0001209191-19-062227,195158,Class A Common Stock,,,800.0,,,,I,,By Parent's Estate,F4,31-DEC-2019,27-DEC-2019,,,0,,,4,1058290,COGNIZANT TECHNOLOGY SOLUTIONS CORP,CTSH,,0001058290,CTSH,,,2019-12-31
0000899243-19-030267,210667,"Common shares, no par value (""Common Shares"")",,,156573537.0,,,,I,,See Footnote,"F2, F3, F1",31-DEC-2019,31-DEC-2019,,0.0,,,,3,1656472,Cronos Group Inc.,CRON,"The Reporting Persons are filing this form in advance of January 1, 2020, the effective date of the Issuer's transition from a foreign private issuer to a domestic issuer.",0001656472,CRON,,,2019-12-31
0000802681-19-000221,200258,Common Stock,,,14331.0,,,,D,,,,31-DEC-2019,30-DEC-2019,,,0,,,4,802681,BRYN MAWR BANK CORP,BMTC,,0000802681,,,,2019-12-31
0000802681-19-000219,140448,Common Stock,,,30053.0,,,,D,,,,31-DEC-2019,30-DEC-2019,,,0,,,4,802681,BRYN MAWR BANK CORP,BMTC,,0000802681,,,,2019-12-31
0000802681-19-000218,215908,Common Stock,,,14191.0,,,,D,,Owned by Spouse,,31-DEC-2019,30-DEC-2019,,,0,,,4,802681,BRYN MAWR BANK CORP,BMTC,,0000802681,,,,2019-12-31
0000802681-19-000218,215909,Common Stock,,,1000.0,,,,I,,,,31-DEC-2019,30-DEC-2019,,,0,,,4,802681,BRYN MAWR BANK CORP,BMTC,,0000802681,,,,2019-12-31
0001179110-19-013204,267914,Common Stock,,,0.0,F1,,,D,,,,31-DEC-2019,23-DEC-2019,,0.0,,,,3,1051627,AXT INC,AXTI,,0001051627,AXTI,,,2019-12-31
0001783965-19-000002,262661,COMMON STOCK,,,8737.0,,,,I,,ESOP,,31-DEC-2019,26-DEC-2019,,,0,,,4,767405,"SB FINANCIAL GROUP, INC.",SBFG,,0000767405,SBFG,,,2019-12-31
0001783965-19-000002,262662,COMMON STOCK,,,2165.0,F1,,,D,,,,31-DEC-2019,26-DEC-2019,,,0,,,4,767405,"SB FINANCIAL GROUP, INC.",SBFG,,0000767405,SBFG,,,2019-12-31
0001748058-19-000001,238026,COMMON STOCK,,,134.0,,,,I,,ESOP,,31-DEC-2019,31-DEC-2019,,,0,,,4,767405,"SB FINANCIAL GROUP, INC.",SBFG,,0000767405,SBFG,,,2019-12-31
0001748058-19-000001,238027,COMMON STOCK,,,784.0,,,,D,,,,31-DEC-2019,31-DEC-2019,,,0,,,4,767405,"SB FINANCIAL GROUP, INC.",SBFG,,0000767405,SBFG,,,2019-12-31
0001748058-19-000001,238028,COMMON STOCK,,,3100.0,F1,,,D,,,,31-DEC-2019,31-DEC-2019,,,0,,,4,767405,"SB FINANCIAL GROUP, INC.",SBFG,,0000767405,SBFG,,,2019-12-31
0000899243-19-030262,168166,Common Stock,,,834.0,,,,I,,By LLC,,31-DEC-2019,27-DEC-2019,,,0,,,4,798528,ODYSSEY MARINE EXPLORATION INC,"""OMEX""",,0000798528,OMEX,,,2019-12-31
0001497869-19-000002,189210,COMMON STOCK,,,9646.0,,,,I,,ESOP,,31-DEC-2019,26-DEC-2019,,,0,,,4,767405,"SB FINANCIAL GROUP, INC.",SBFG,,0000767405,SBFG,,,2019-12-31
0001497869-19-000002,189211,COMMON STOCK,,,4916.0,F1,,,D,,,,31-DEC-2019,26-DEC-2019,,,0,,,4,767405,"SB FINANCIAL GROUP, INC.",SBFG,,0000767405,SBFG,,,2019-12-31
0001209191-19-062215,247762,"Class A Common Shares, without par value",,,51114.0,,,,I,,"By Intrinsic Value Capital, L.P.",F1,31-DEC-2019,27-DEC-2019,,,0,,,4,47307,CRAWFORD UNITED Corp,CRAWA,,0000047307,CRAWA,,,2019-12-31
0001127602-19-035990,162379,Restricted Stock Unit (LTIP 02/01/2017),,,8363.0,,,,D,,,,31-DEC-2019,29-DEC-2019,,,,,,4,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,,0000912562,ROCK,,,2019-12-31
0001127602-19-035990,162381,Restricted Stock Unit (LTIP 3/1/2019),,,34517.0,,,,D,,,,31-DEC-2019,29-DEC-2019,,,,,,4,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,,0000912562,ROCK,,,2019-12-31
0001127602-19-035990,162382,Restricted Stock Units (February 2017),,,20000.0,,,,D,,,,31-DEC-2019,29-DEC-2019,,,,,,4,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,,0000912562,ROCK,,,2019-12-31
0001127602-19-035990,162383,Special Performance Stock Unit (February 2017),,,20000.0,,,,D,,,,31-DEC-2019,29-DEC-2019,,,,,,4,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,,0000912562,ROCK,,,2019-12-31
0001127602-19-035990,162378,Restricted Stock Unit (LTIP 02/01/2016),,,4773.0,,,,D,,,,31-DEC-2019,29-DEC-2019,,,,,,4,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,,0000912562,ROCK,,,2019-12-31
0001127602-19-035990,162377,Performance Stock Unit (March 2019),,,39448.0,,,,D,,,,31-DEC-2019,29-DEC-2019,,,,,,4,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,,0000912562,ROCK,,,2019-12-31
0001127602-19-035990,162376,Performance Stock Unit (March 2018),,,45817.0,,,,D,,,,31-DEC-2019,29-DEC-2019,,,,,,4,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,,0000912562,ROCK,,,2019-12-31
0001127602-19-035990,162375,Performance Stock Unit (February 2017),,,9217.0,,,,D,,,,31-DEC-2019,29-DEC-2019,,,,,,4,912562,"GIBRALTAR INDUSTRIES, INC.",ROCK,,0000912562,ROCK,,,2019-12-31
