ACCESSION_NUMBER,NONDERIV_HOLDING_SK,SECURITY_TITLE,SECURITY_TITLE_FN,TRANS_FORM_TYPE,SHRS_OWND_FOLWNG_TRANS,SHRS_OWND_FOLWNG_TRANS_FN,VALU_OWND_FOLWNG_TRANS,DIRECT_INDIRECT_OWNERSHIP,DIRECT_INDIRECT_OWNERSHIP_FN,NATURE_OF_OWNERSHIP,NATURE_OF_OWNERSHIP_FN,FILING_DATE,PERIOD_OF_REPORT,DATE_OF_ORIG_SUB,NO_SECURITIES_OWNED,NOT_SUBJECT_SEC16,FORM3_HOLDINGS_REPORTED,FORM4_TRANS_REPORTED,DOCUMENT_TYPE,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,REMARKS,cik,ticker,sector,industry,filed_date
0001209191-21-058178,1959537,Common Stock,,,5000.0,F1,,D,,,,30-SEP-2021,13-SEP-2021,,0.0,,,,3,1325670,Primis Financial Corp.,FRST,,0001325670,FRST,,,2021-09-30
0001104659-21-121237,1959326,Common Stock,,,9554022.0,,,D,,,,30-SEP-2021,30-SEP-2021,,,0,,,4,1465128,"STARWOOD PROPERTY TRUST, INC.",STWD,,0001465128,STWD,,,2021-09-30
0001493152-21-024210,1959700,Common Stock,F1,,95450000.0,,,D,,,,30-SEP-2021,17-SEP-2021,,,1,,,4,931059,"Rennova Health, Inc.",RNVA,,0000931059,,,,2021-09-30
0001654954-21-010604,1959712,Common Stock,,,3000.0,,,I,,By spouse,,30-SEP-2021,30-SEP-2021,,,,,,4,1141197,PEDEVCO CORP,PED,"See the Powers of Attorney filed as Exhibits 24.1 and 24.2, to the Form 4 filed by the Reporting Persons on June 19, 2019.",0001141197,PED,,,2021-09-30
0001654954-21-010604,1959711,Common Stock,,,51791325.0,,,I,,Through SK Energy LLC,,30-SEP-2021,30-SEP-2021,,,,,,4,1141197,PEDEVCO CORP,PED,"See the Powers of Attorney filed as Exhibits 24.1 and 24.2, to the Form 4 filed by the Reporting Persons on June 19, 2019.",0001141197,PED,,,2021-09-30
0001398344-21-019460,1959888,Common Stock,,,0.0,,,I,,By Clients,,30-SEP-2021,12-JUL-2021,,0.0,,,,3,1547158,"TORTOISE ENERGY INDEPENDENCE FUND, INC.",NDP,,0001547158,,,,2021-09-30
0001567619-21-017654,1959754,Common Stock,,,3862.0,F1,,D,,,,30-SEP-2021,24-SEP-2021,,0.0,,,,3,1368622,AeroVironment Inc,AVAV,,0001368622,AVAV,,,2021-09-30
0000010254-21-000153,1959713,Class A Common Stock,,,565208.0,,,I,,"By Azure Energy, LLC",F2,30-SEP-2021,30-SEP-2021,,,0,,,4,10254,EARTHSTONE ENERGY INC,ESTE,,0000010254,,,,2021-09-30
0000899243-21-038381,1959409,Common Shares,,,3743903.0,,,D,,,,30-SEP-2021,28-SEP-2021,,0.0,,,,3,1735184,Retail Value Inc.,RVI,"See Exhibit 24 - Power of Attorney, incorporated herein by reference to Exhibit 24.2 to the Form 3 filed by the Reporting Person on May 15, 2009.",0001735184,,,,2021-09-30
0000899243-21-038380,1959471,Class A Common Stock,,,7167817.0,,,I,,"By Koch Financial Assets III, LLC",,30-SEP-2021,20-SEP-2021,,0.0,,,,3,1823945,BLUE OWL CAPITAL INC.,OWL,,0001823945,OWL,,,2021-09-30
0001638599-21-000733,1959896,Common Shares,,,94355.0,,,I,,By trust - children,,30-SEP-2021,28-SEP-2021,,,0,,,4,917251,AGREE REALTY CORP,ADC,,0000917251,ADC-PA,,,2021-09-30
0001638599-21-000733,1959897,Common Shares,,,70512.0,,,I,,By wife,,30-SEP-2021,28-SEP-2021,,,0,,,4,917251,AGREE REALTY CORP,ADC,,0000917251,ADC-PA,,,2021-09-30
0001654954-21-010599,1959306,Common Stock,,,48794.0,,,D,,,,30-SEP-2021,28-SEP-2021,,,,,,4,1040470,AEHR TEST SYSTEMS,AEHR,Exhibit 24 - Power of Attorney,0001040470,AEHR,,,2021-09-30
0001209191-21-058171,1959304,Common Stock,,,51041.0,,,D,,,,30-SEP-2021,28-SEP-2021,,,0,,,4,1539638,"Triumph Bancorp, Inc.",TBK,,0001539638,TFINP,,,2021-09-30
0001209191-21-058171,1959302,Common Stock,,,13300.0,,,I,,By Sparco Market Fund,F2,30-SEP-2021,28-SEP-2021,,,0,,,4,1539638,"Triumph Bancorp, Inc.",TBK,,0001539638,TFINP,,,2021-09-30
0001209191-21-058171,1959303,Common Stock,,,1730.0,,,I,,By Spouse,F2,30-SEP-2021,28-SEP-2021,,,0,,,4,1539638,"Triumph Bancorp, Inc.",TBK,,0001539638,TFINP,,,2021-09-30
0001209191-21-058170,1959912,Class A Ordinary Shares,,,15000.0,,,I,,By Spouse,,30-SEP-2021,28-SEP-2021,,,0,,,4,1802768,Royalty Pharma plc,RPRX,,0001802768,RPRX,,,2021-09-30
0001314626-21-000090,1959755,American National Bankshares Inc.,,,2072.0,,,I,,by wife,,30-SEP-2021,22-SEP-2021,,,0,,,4,741516,AMERICAN NATIONAL BANKSHARES INC.,amnb,,0000741516,,,,2021-09-30
0001209191-21-058159,1959701,Class A Ordinary Shares,,,25700.0,,,I,,By Fernandez 2007 Children's Trust,,30-SEP-2021,30-SEP-2021,,,0,,,4,1802768,Royalty Pharma plc,RPRX,,0001802768,RPRX,,,2021-09-30
0001289419-21-000244,1959706,Common Stock,,,4500000.0,,,I,,By Trust,F6,30-SEP-2021,28-SEP-2021,,,,,,4,1289419,"Morningstar, Inc.",MORN,,0001289419,MORN,,,2021-09-30
0001289419-21-000244,1959707,Common Stock,,,150000.0,,,I,,By Trust,F7,30-SEP-2021,28-SEP-2021,,,,,,4,1289419,"Morningstar, Inc.",MORN,,0001289419,MORN,,,2021-09-30
0001209191-21-058146,1959635,Common Stock,,,2361.33,F1,,D,,,,30-SEP-2021,29-SEP-2021,,,0,,,4,1050743,PEAPACK GLADSTONE FINANCIAL CORP,PGC,,0001050743,PGC,,,2021-09-30
0001415889-21-004623,1959595,Common Stock,,,5451553.0,,,I,,By Family Trust,,30-SEP-2021,29-SEP-2021,,,,,,4,1702924,"WRAP TECHNOLOGIES, INC.",WRAP,,0001702924,WRAP,,,2021-09-30
0001127602-21-026084,1959925,Common Stock,,,473.0,,,I,,,,30-SEP-2021,29-SEP-2021,,,,,,4,1331875,"Fidelity National Financial, Inc.",FNF,,0001331875,FNF,,,2021-09-30
0001127602-21-026084,1959923,Common Stock,,,130775.48,F2,,D,,401(k) account,,30-SEP-2021,29-SEP-2021,,,,,,4,1331875,"Fidelity National Financial, Inc.",FNF,,0001331875,FNF,,,2021-09-30
0001127602-21-026084,1959924,Common Stock,,,2606.07,,,I,,IRA,,30-SEP-2021,29-SEP-2021,,,,,,4,1331875,"Fidelity National Financial, Inc.",FNF,,0001331875,FNF,,,2021-09-30
0001823022-21-000011,1959329,common stock,,,3106.48,,,I,,Spouse,,30-SEP-2021,30-SEP-2021,,,0,,,4,1098151,FIDELITY D & D BANCORP INC,FDBC,,0001098151,FDBC,,,2021-09-30
0001127602-21-026083,1959729,Class A Common Stock,,,10086059.0,,,I,,Family L.P.,F2,30-SEP-2021,22-SEP-2021,,,,,,4,922621,ERIE INDEMNITY CO,ERIE,,0000922621,ERIE,,,2021-09-30
0001127602-21-026083,1959730,Class A Common Stock,,,6658800.0,,,I,,Susan Hagen Estate Settlement Trust,F1,30-SEP-2021,22-SEP-2021,,,,,,4,922621,ERIE INDEMNITY CO,ERIE,,0000922621,ERIE,,,2021-09-30
0001127602-21-026083,1959728,Class A Common Stock,,,12230.0,,,I,,Estate of Susan H. Hagen,F1,30-SEP-2021,22-SEP-2021,,,,,,4,922621,ERIE INDEMNITY CO,ERIE,,0000922621,ERIE,,,2021-09-30
0001437749-21-022875,1959372,"Equivalent Units of Everflow Eastern Partners, L.P.",,,9149.75,,,I,,"By Everflow Management Limited, LLC",F1,30-SEP-2021,30-SEP-2021,,,1,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,,0000868082,,,,2021-09-30
0001437749-21-022874,1959794,"Equivalent Units of Everflow Eastern Partners, L.P.",,,9149.75,,,I,,"By Everflow Management Limited, LLC",F1,30-SEP-2021,30-SEP-2021,,,1,,,4,868082,EVERFLOW EASTERN PARTNERS LP,NONE,,0000868082,,,,2021-09-30
0000063754-21-000148,1959808,Common Stock - Voting,,,34632.0,,,D,,,,30-SEP-2021,28-SEP-2021,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2021-09-30
0000063754-21-000148,1959809,Common Stock - Non Voting,,,1736.0,,,D,,,,30-SEP-2021,28-SEP-2021,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2021-09-30
0000063754-21-000146,1959796,Common Stock - Voting,,,51392.17,,,D,,,,30-SEP-2021,28-SEP-2021,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2021-09-30
0000063754-21-000146,1959797,Common Stock - Non Voting,,,542.83,,,D,,,,30-SEP-2021,28-SEP-2021,,,,,,4,63754,MCCORMICK & CO INC,MKC,,0000063754,MKC-V,,,2021-09-30
0001553350-21-000866,1959644,Common Stock,,,1775.0,,,D,,,,30-SEP-2021,28-SEP-2021,,,0,,,4,1487198,"ASPEN GROUP, INC.",ASPU,,0001487198,ASPU,,,2021-09-30
0001213900-21-050676,1959770,Class A Common Stock,,,1769.0,,,D,F3,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1805077,"Eos Energy Enterprises, Inc.",EOSE,,0001805077,EOSEW,,,2021-09-29
0001562180-21-006157,1959587,Class A Common Stock,,,16057.0,,,D,F15,,,29-SEP-2021,27-SEP-2021,,,false,,,4,1734722,"UiPath, Inc.",PATH,,0001734722,PATH,,,2021-09-29
0001628280-21-019312,1959953,Class A Common Stock,,,1519661.0,,,I,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1504776,Warby Parker Inc.,WRBY,,0001504776,WRBY,,,2021-09-29
0001628280-21-019312,1959952,Class A Common Stock,,,450210.0,,,D,,By The Jeffrey J. Raider 2011 Family Trust,,29-SEP-2021,27-SEP-2021,,,0,,,4,1504776,Warby Parker Inc.,WRBY,,0001504776,WRBY,,,2021-09-29
0001209191-21-058134,1959440,Ordinary Shares,,,75161.0,,,I,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1707753,Elastic N.V.,ESTC,,0001707753,ESTC,,,2021-09-29
0001209191-21-058134,1959439,Ordinary Shares,,,1487.0,,,D,,See footnote,F12,29-SEP-2021,27-SEP-2021,,,0,,,4,1707753,Elastic N.V.,ESTC,,0001707753,ESTC,,,2021-09-29
0000899243-21-038247,1959528,Common stock,,,9690.0,,,I,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1738827,"KLX Energy Services Holdings, Inc.",KLXE,,0001738827,KLXE,,,2021-09-29
0000899243-21-038247,1959526,Common stock,,,26793.0,,,D,,See footnote,F5,29-SEP-2021,27-SEP-2021,,,0,,,4,1738827,"KLX Energy Services Holdings, Inc.",KLXE,,0001738827,KLXE,,,2021-09-29
0000899243-21-038247,1959527,Common stock,,,279657.0,,,I,,See footnote,F6,29-SEP-2021,27-SEP-2021,,,0,,,4,1738827,"KLX Energy Services Holdings, Inc.",KLXE,,0001738827,KLXE,,,2021-09-29
0001179110-21-009013,1959293,Common Stock,,,7806121.0,,,I,,"CIM Service Provider, LLC","F4, F5",29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009013,1959295,Common Stock,,,613743.0,,,I,,"CIM Capital, LLC","F4, F5",29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009013,1959296,Common Stock,,,45420.0,,,I,,See footnote (6),F6,29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009013,1959294,Common Stock,,,473033.0,,,I,,"CIM Urban Sponsor, LLC","F4, F5",29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009012,1959567,Common Stock,,,122628.0,,,I,,See footnote (6),F6,29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009012,1959564,Common Stock,,,7806121.0,,,I,,"CIM Service Provider, LLC","F4, F5",29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009012,1959565,Common Stock,,,473033.0,,,I,,"CIM Urban Sponsor, LLC","F4, F5",29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009012,1959566,Common Stock,,,613743.0,,,I,,"CIM Capital, LLC","F4, F5",29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009011,1959819,Common Stock,,,613743.0,,,I,,"CIM Capital, LLC","F4, F5",29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009011,1959820,Common Stock,,,45420.0,,,I,,See footnote (6),F6,29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009011,1959818,Common Stock,,,473033.0,,,I,,"CIM Urban Sponsor, LLC","F4, F5",29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001179110-21-009011,1959817,Common Stock,,,7806121.0,,,I,,"CIM Service Provider, LLC","F4, F5",29-SEP-2021,28-SEP-2021,,,0,,,4,908311,CIM Commercial Trust Corp,CMCT,,0000908311,CMCT,,,2021-09-29
0001209191-21-058129,1959824,Class A Common Stock,,,865.0,,,I,,By GRAT,F9,29-SEP-2021,27-SEP-2021,,,0,,,4,1561550,"Datadog, Inc.",DDOG,,0001561550,DDOG,,,2021-09-29
0001213900-21-050659,1959422,"Common stock, $0.00001 par value",,,38287.0,,,I,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1701758,Lovesac Co,LOVE,,0001701758,LOVE,,,2021-09-29
0001213900-21-050659,1959421,"Common stock, $0.00001 par value",,,161725.0,,,D,F5,See footnote,F6,29-SEP-2021,27-SEP-2021,,,0,,,4,1701758,Lovesac Co,LOVE,,0001701758,LOVE,,,2021-09-29
0001104659-21-120896,1959525,"Common Stock, $0.0001 par value",,,70086.0,,,D,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1512762,"Coherus BioSciences, Inc.",CHRS,,0001512762,CHRS,,,2021-09-29
0001593968-21-002196,1959647,Common Stock,,,13518.0,,,I,,Buchanan Grandchildren's Irrevocable Trust,F3,29-SEP-2021,28-SEP-2021,,,,,,4,1397702,Silk Road Medical Inc,SILK,,0001397702,,,,2021-09-29
0000899243-21-038233,1959922,Common Stock,,,2550000.0,,,I,,See footnote,F1,29-SEP-2021,27-SEP-2021,,,0,,,4,1863105,"EngageSmart, Inc.",ESMT,,0001863105,,,,2021-09-29
0001209191-21-058125,1959665,Common Stock,,,341227.0,,,I,,By Fairman Family Trust,,29-SEP-2021,27-SEP-2021,,,0,,,4,1649094,"Vaxcyte, Inc.",PCVX,,0001649094,PCVX,,,2021-09-29
0001209191-21-058125,1959666,Common Stock,,,50000.0,,,I,,By AF 2020 Irrevocable Trust,,29-SEP-2021,27-SEP-2021,,,0,,,4,1649094,"Vaxcyte, Inc.",PCVX,,0001649094,PCVX,,,2021-09-29
0001415889-21-004611,1959285,Common Stock,,,64686.0,,,I,,Robert A Schueren & Deborah A Schueren Rev Trust,F4,29-SEP-2021,27-SEP-2021,,,,,,4,1604821,"Natera, Inc.",NTRA,,0001604821,NTRA,,,2021-09-29
0001415889-21-004610,1959682,Common Stock,,,12896.0,,,I,,by Rosewood Trust,F3,29-SEP-2021,27-SEP-2021,,,,,,4,1604821,"Natera, Inc.",NTRA,,0001604821,NTRA,,,2021-09-29
0001209191-21-058124,1959807,"Common Stock, $0.001 par value",,,48.0,,,D,,,,29-SEP-2021,28-SEP-2021,,,0,,,4,1564406,"Oak Street Health, Inc.",OSH,,0001564406,,,,2021-09-29
0001209191-21-058124,1959806,"Common Stock, $0.001 par value",,,3796289.0,,,D,,,,29-SEP-2021,28-SEP-2021,,,0,,,4,1564406,"Oak Street Health, Inc.",OSH,,0001564406,,,,2021-09-29
0001520006-21-000194,1959618,Common Stock,,,2505.0,,,I,,Represents shares held of record by the reporting person's 401(k) account,,29-SEP-2021,27-SEP-2021,,,0,,,4,1520006,Matador Resources Co,MTDR,,0001520006,MTDR,,,2021-09-29
0001520006-21-000193,1959571,Common Stock,,,2850.0,,,I,,Represents shares held of record by the reporting person's 401(k) account,,29-SEP-2021,27-SEP-2021,,,0,,,4,1520006,Matador Resources Co,MTDR,,0001520006,MTDR,,,2021-09-29
0001209191-21-058123,1959310,Common Stock,,,1166937.0,,,I,,See footnote,F8,29-SEP-2021,27-SEP-2021,,,0,,,4,1733294,Generation Bio Co.,GBIO,,0001733294,GBIO,,,2021-09-29
0001209191-21-058123,1959309,Common Stock,,,7111939.0,,,I,,See footnote,F7,29-SEP-2021,27-SEP-2021,,,0,,,4,1733294,Generation Bio Co.,GBIO,,0001733294,GBIO,,,2021-09-29
0001209191-21-058122,1959477,Common Stock,,,7111939.0,,,I,,See footnote,F7,29-SEP-2021,27-SEP-2021,,,0,,,4,1733294,Generation Bio Co.,GBIO,,0001733294,GBIO,,,2021-09-29
0001209191-21-058122,1959478,Common Stock,,,1166937.0,,,I,,See footnote,F8,29-SEP-2021,27-SEP-2021,,,0,,,4,1733294,Generation Bio Co.,GBIO,,0001733294,GBIO,,,2021-09-29
0001209191-21-058121,1959431,Class A Common Stock,,,73000.0,,,D,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1746618,"Revolve Group, Inc.",RVLV,,0001746618,RVLV,,,2021-09-29
0001209191-21-058119,1959664,Class A Common Stock,,,123000.0,,,D,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1746618,"Revolve Group, Inc.",RVLV,,0001746618,RVLV,,,2021-09-29
0001209191-21-058115,1959300,Class A Common Stock,,,46450.0,F5,,D,,See Footnote,F6,29-SEP-2021,27-SEP-2021,,,0,,,4,1835591,Vizio Holding Corp.,VZIO,,0001835591,,,,2021-09-29
0001209191-21-058115,1959301,Class A Common Stock,,,270000.0,,,I,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1835591,Vizio Holding Corp.,VZIO,,0001835591,,,,2021-09-29
0001127602-21-026066,1959860,Common Stock,,,173760.0,,,I,,GPH Exempt           GST,F9,29-SEP-2021,28-SEP-2021,,,,,,4,1108524,"SALESFORCE.COM, INC.",CRM,,0001108524,CRM,Technology,Software—Application,2021-09-29
0001127602-21-026066,1959861,Common Stock,,,173760.0,,,I,,HJ Exempt           GST,F10,29-SEP-2021,28-SEP-2021,,,,,,4,1108524,"SALESFORCE.COM, INC.",CRM,,0001108524,CRM,Technology,Software—Application,2021-09-29
0001127602-21-026066,1959858,Common Stock,,,977046.0,,,I,,By HJ Family           Trust,F7,29-SEP-2021,28-SEP-2021,,,,,,4,1108524,"SALESFORCE.COM, INC.",CRM,,0001108524,CRM,Technology,Software—Application,2021-09-29
0001127602-21-026066,1959857,Common Stock,,,277999.0,,,I,,By GP           Family           Trust,F6,29-SEP-2021,28-SEP-2021,,,,,,4,1108524,"SALESFORCE.COM, INC.",CRM,,0001108524,CRM,Technology,Software—Application,2021-09-29
0001127602-21-026066,1959859,Common Stock,,,277972.0,,,I,,By Holly           Familytrust,F8,29-SEP-2021,28-SEP-2021,,,,,,4,1108524,"SALESFORCE.COM, INC.",CRM,,0001108524,CRM,Technology,Software—Application,2021-09-29
0001127602-21-026064,1959802,Common Stock,,,234458.0,,,I,,By Trusts,,29-SEP-2021,27-SEP-2021,,,,,,4,1108524,"SALESFORCE.COM, INC.",CRM,,0001108524,CRM,Technology,Software—Application,2021-09-29
0001127602-21-026062,1959131,Common Shares of Beneficial Interest,,,950.0,,,I,,,,29-SEP-2021,27-SEP-2021,,,,,,4,1464423,PennyMac Mortgage Investment Trust,PMT,,0001464423,PMT-PC,,,2021-09-29
0001127602-21-026062,1959130,Common Shares of Beneficial Interest,,,27500.0,,,I,,Wells Roth IRA,,29-SEP-2021,27-SEP-2021,,,,,,4,1464423,PennyMac Mortgage Investment Trust,PMT,,0001464423,PMT-PC,,,2021-09-29
0001127602-21-026062,1959129,Common Shares of Beneficial Interest,,,5135.0,,,I,,UBS IRA,,29-SEP-2021,27-SEP-2021,,,,,,4,1464423,PennyMac Mortgage Investment Trust,PMT,,0001464423,PMT-PC,,,2021-09-29
0001127602-21-026062,1959126,Common Shares of Beneficial Interest,,,48460.0,F1,,D,,Schwab IRA,,29-SEP-2021,27-SEP-2021,,,,,,4,1464423,PennyMac Mortgage Investment Trust,PMT,,0001464423,PMT-PC,,,2021-09-29
0001127602-21-026062,1959127,Common Shares of Beneficial Interest,,,7700.0,,,I,,Schwab Roth IRA,,29-SEP-2021,27-SEP-2021,,,,,,4,1464423,PennyMac Mortgage Investment Trust,PMT,,0001464423,PMT-PC,,,2021-09-29
0001127602-21-026062,1959128,Common Shares of Beneficial Interest,,,8222.0,,,I,,Schwab SEP IRA,,29-SEP-2021,27-SEP-2021,,,,,,4,1464423,PennyMac Mortgage Investment Trust,PMT,,0001464423,PMT-PC,,,2021-09-29
0001796022-21-000064,1959216,Class B Common Stock,,,4993044.0,,,I,F5,See footnote.,,29-SEP-2021,27-SEP-2021,,,0,,,4,1796022,StepStone Group Inc.,STEP,,0001796022,STEP,,,2021-09-29
0001209191-21-058097,1959217,Common Stock,,,54663.0,,,I,,By Trust,F2,29-SEP-2021,27-SEP-2021,,,0,,,4,1092796,"SMITH & WESSON BRANDS, INC.",SWBI,,0001092796,SWBI,,,2021-09-29
0001209191-21-058090,1959137,Common Stock,,,7428.0,F3,,D,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1622194,"Easterly Government Properties, Inc.",DEA,,0001622194,DEA,,,2021-09-29
0001209191-21-058088,1959149,"Common stock, $0.001 par value",,,92794.0,,,I,,"By Hope International Hospice, Inc.",F2,29-SEP-2021,27-SEP-2021,,,0,,,4,822370,"Emmaus Life Sciences, Inc.",EMMA,,0000822370,EMMA,,,2021-09-29
0001209191-21-058088,1959150,"Common stock, $0.001 par value",,,63000.0,,,I,,By Soomi Niihara,,29-SEP-2021,27-SEP-2021,,,0,,,4,822370,"Emmaus Life Sciences, Inc.",EMMA,,0000822370,EMMA,,,2021-09-29
0000899243-21-038202,1959186,Common Stock,,,2650992.0,,,D,,Held by Nadine Geddes,,29-SEP-2021,28-JUN-2021,08-JUL-2021,0.0,,,,3/A,1431959,META MATERIALS INC.,MMAT,Exhibit 24: Powers of Attorney,0001431959,,,,2021-09-29
0000899243-21-038202,1959188,Common Stock,,,22982397.0,,,I,,,,29-SEP-2021,28-JUN-2021,08-JUL-2021,0.0,,,,3/A,1431959,META MATERIALS INC.,MMAT,Exhibit 24: Powers of Attorney,0001431959,,,,2021-09-29
0000899243-21-038202,1959187,Common Stock,,,3307775.0,,,I,,See Footnote,F1,29-SEP-2021,28-JUN-2021,08-JUL-2021,0.0,,,,3/A,1431959,META MATERIALS INC.,MMAT,Exhibit 24: Powers of Attorney,0001431959,,,,2021-09-29
0001209191-21-058085,1959170,Class A Common Stock,,,479.0,,,D,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1794515,ZoomInfo Technologies Inc.,ZI,,0001794515,GTM,,,2021-09-29
0001209191-21-058085,1959169,Class A Common Stock,,,14733.0,,,I,,By Trust,,29-SEP-2021,27-SEP-2021,,,0,,,4,1794515,ZoomInfo Technologies Inc.,ZI,,0001794515,GTM,,,2021-09-29
0001209191-21-058084,1959220,Class A Common Stock,,,564.0,,,I,,By Trust,,29-SEP-2021,27-SEP-2021,,,0,,,4,1794515,ZoomInfo Technologies Inc.,ZI,,0001794515,GTM,,,2021-09-29
0001209191-21-058084,1959218,Class A Common Stock,,,108479.0,,,I,,By Trust,,29-SEP-2021,27-SEP-2021,,,0,,,4,1794515,ZoomInfo Technologies Inc.,ZI,,0001794515,GTM,,,2021-09-29
0001209191-21-058084,1959219,Class A Common Stock,,,564.0,,,I,,By Trust,,29-SEP-2021,27-SEP-2021,,,0,,,4,1794515,ZoomInfo Technologies Inc.,ZI,,0001794515,GTM,,,2021-09-29
0001209191-21-058084,1959221,Class A Common Stock,,,1154.0,,,D,,,,29-SEP-2021,27-SEP-2021,,,0,,,4,1794515,ZoomInfo Technologies Inc.,ZI,,0001794515,GTM,,,2021-09-29
0000028917-21-000209,1959211,Common Class A - Retirement Plan,,,8063.0,,,D,,,,29-SEP-2021,27-SEP-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-09-29
0000028917-21-000208,1959157,Common Class A - Retirement Plan,,,2986.0,,,D,,,,29-SEP-2021,27-SEP-2021,,,,,,4,28917,"DILLARD'S, INC.",DDS,,0000028917,DDT,,,2021-09-29
0001127602-21-026060,1959254,Common Stock,,,13815.99,,,D,,,,29-SEP-2021,28-SEP-2021,,,,,,4,912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,0000912595,MAA-PI,,,2021-09-29
0001127602-21-026058,1959162,Common Stock,,,800.0,,,I,,Spouse,,29-SEP-2021,28-SEP-2021,,,,,,4,912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,0000912595,MAA-PI,,,2021-09-29
0001127602-21-026058,1959161,Common Stock,,,600.0,,,I,,Chickasaw Partners 401(K),,29-SEP-2021,28-SEP-2021,,,,,,4,912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,0000912595,MAA-PI,,,2021-09-29
0001127602-21-026058,1959165,Common Stock,,,3000.0,,,I,,"Green Meadows, LLC",,29-SEP-2021,28-SEP-2021,,,,,,4,912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,0000912595,MAA-PI,,,2021-09-29
0001127602-21-026058,1959164,Common Stock,,,6000.0,,,I,,"Trustee, CAS and WRS GST Trust",,29-SEP-2021,28-SEP-2021,,,,,,4,912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,0000912595,MAA-PI,,,2021-09-29
0001127602-21-026058,1959163,Common Stock,,,19698.0,,,D,,IRA,,29-SEP-2021,28-SEP-2021,,,,,,4,912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,0000912595,MAA-PI,,,2021-09-29
0001127602-21-026058,1959166,Common Stock,,,3000.0,,,I,,"IRA, Spouse",,29-SEP-2021,28-SEP-2021,,,,,,4,912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,0000912595,MAA-PI,,,2021-09-29
0001127602-21-026058,1959167,Common Stock,,,500.0,,,I,,by Self as Trustee for MRS Trust FBO Reid Sanders Jr,,29-SEP-2021,28-SEP-2021,,,,,,4,912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,0000912595,MAA-PI,,,2021-09-29
0001127602-21-026058,1959168,Common Stock,,,500.0,,,I,,,,29-SEP-2021,28-SEP-2021,,,,,,4,912595,MID AMERICA APARTMENT COMMUNITIES INC.,MAA,,0000912595,MAA-PI,,,2021-09-29
